id,Geographic Area Name,Total,White ,White %,Black or African American,Black %,Asian,Asian %,Other,Other %
0500000US17133,"Monroe County, Illinois",34962,32855,93.9734569,119,0.340369544,186,0.532006178,1802,5.154167382
0500000US17135,"Montgomery County, Illinois",28288,25872,91.45927602,926,3.273472851,135,0.477234163,1355,4.790016968
0500000US17137,"Morgan County, Illinois",32915,28786,87.45556737,1983,6.024608841,270,0.820294698,1876,5.69952909
0500000US17139,"Moultrie County, Illinois",14526,13815,95.10532838,84,0.578273441,49,0.337326174,578,3.979072009
0500000US17141,"Ogle County, Illinois",51788,44519,85.96392987,578,1.116088669,263,0.507839654,6428,12.41214181
0500000US17143,"Peoria County, Illinois",181830,122629,67.4415663,34015,18.70703404,7779,4.278171919,17407,9.57322774
0500000US17145,"Perry County, Illinois",20945,17919,85.55263786,1681,8.02578181,126,0.601575555,1219,5.820004774
0500000US17147,"Piatt County, Illinois",16673,15692,94.11623583,83,0.497810832,84,0.503808553,814,4.882144785
0500000US17149,"Pike County, Illinois",14739,13969,94.77576498,73,0.495284619,43,0.291742995,654,4.437207409
0500000US17151,"Pope County, Illinois",3763,3513,93.3563646,43,1.142705288,19,0.50491629,188,4.996013819
0500000US17153,"Pulaski County, Illinois",5193,3261,62.79607163,1466,28.23031003,13,0.250336992,453,8.72328134
0500000US17155,"Putnam County, Illinois",5637,5175,91.80415114,26,0.461238247,18,0.319318787,418,7.415291822
0500000US17157,"Randolph County, Illinois",30163,25626,84.95839273,2395,7.940191626,86,0.285117528,2056,6.816298114
0500000US17159,"Richland County, Illinois",15813,14896,94.20097388,77,0.486941124,127,0.80313666,713,4.508948334
0500000US17161,"Rock Island County, Illinois",144672,102939,71.15336762,16607,11.4790699,4089,2.826393497,21037,14.54116899
0500000US17163,"St. Clair County, Illinois",257400,153376,59.58663559,76564,29.74514375,3711,1.441724942,23749,9.226495726
0500000US17165,"Saline County, Illinois",23768,21481,90.37781892,700,2.945136318,126,0.530124537,1461,6.146920229
0500000US17167,"Sangamon County, Illinois",196343,151998,77.41452458,25958,13.22074125,4335,2.20787092,14052,7.156863244
0500000US17169,"Schuyler County, Illinois",6902,6211,89.98840916,289,4.187192118,26,0.376702405,376,5.44769632
0500000US17171,"Scott County, Illinois",4949,4765,96.28207719,5,0.101030511,11,0.222267125,168,3.394625177
0500000US17173,"Shelby County, Illinois",20990,20197,96.22201048,65,0.309671272,83,0.395426394,645,3.072891853
0500000US17175,"Stark County, Illinois",5400,5129,94.98148148,18,0.333333333,23,0.425925926,230,4.259259259
0500000US17177,"Stephenson County, Illinois",44630,35911,80.46381358,4456,9.984315483,306,0.685637464,3957,8.866233475
0500000US17179,"Tazewell County, Illinois",131343,121078,92.1845854,1683,1.281377767,1090,0.829888155,7492,5.704148679
0500000US17181,"Union County, Illinois",17244,15513,89.96172582,228,1.322199026,67,0.388540942,1436,8.327534215
0500000US17183,"Vermilion County, Illinois",74188,57282,77.21194802,10421,14.0467461,577,0.777753815,5908,7.963552057
0500000US17185,"Wabash County, Illinois",11361,10581,93.13440718,58,0.51051844,251,2.209312561,471,4.145761817
0500000US17187,"Warren County, Illinois",16835,13842,82.22156222,587,3.486783487,330,1.96020196,2076,12.33145233
0500000US17189,"Washington County, Illinois",13761,13028,94.67335223,97,0.704890633,69,0.501417048,567,4.120340092
0500000US17191,"Wayne County, Illinois",16179,15458,95.54360591,91,0.562457507,49,0.302861734,581,3.59107485
0500000US17193,"White County, Illinois",13877,13062,94.12697269,91,0.655761332,65,0.468400951,659,4.748865028
0500000US17195,"Whiteside County, Illinois",55691,47759,85.75712413,839,1.506527087,311,0.558438527,6782,12.17791025
0500000US17197,"Will County, Illinois",696355,443562,63.69768293,80979,11.62898234,42849,6.153326967,128965,18.52000775
0500000US17199,"Williamson County, Illinois",67153,58897,87.70568701,2870,4.273822465,776,1.155570116,4610,6.864920406
0500000US17201,"Winnebago County, Illinois",285350,191124,66.97879797,39159,13.72314701,8039,2.817241984,47028,16.48081304
0500000US17203,"Woodford County, Illinois",38467,36102,93.85187303,278,0.722697377,217,0.564119895,1870,4.861309694
0500000US18001,"Adams County, Indiana",35809,33670,94.02664135,183,0.511044709,137,0.382585384,1819,5.07972856
0500000US18003,"Allen County, Indiana",385410,277055,71.88578397,44481,11.54121585,18304,4.749228095,45570,11.82377209
0500000US18005,"Bartholomew County, Indiana",82208,65763,79.99586415,1826,2.221195018,5390,6.55653951,9229,11.22640132
0500000US18007,"Benton County, Indiana",8719,7954,91.22605803,51,0.584929464,13,0.149099667,701,8.039912834
0500000US18009,"Blackford County, Indiana",12112,11380,93.95640687,59,0.487120211,24,0.198150594,649,5.358322325
0500000US18011,"Boone County, Indiana",70812,61825,87.30864825,1441,2.034965825,2401,3.390668248,5145,7.265717675
0500000US18013,"Brown County, Indiana",15475,14565,94.11954766,64,0.413570275,68,0.439418417,778,5.027463651
0500000US18015,"Carroll County, Indiana",20306,18985,93.49453364,155,0.763321186,48,0.236383335,1118,5.505761844
0500000US18017,"Cass County, Indiana",37870,30122,79.5405334,604,1.594930024,577,1.523633483,6567,17.34090309
0500000US18019,"Clark County, Indiana",121093,97115,80.19869026,9390,7.754370608,1340,1.106587499,13248,10.94035163
0500000US18021,"Clay County, Indiana",26466,25043,94.62329026,138,0.521423713,93,0.351394242,1192,4.503891786
0500000US18023,"Clinton County, Indiana",33190,26867,80.94908105,201,0.605604098,73,0.219945767,6049,18.22536909
0500000US18025,"Crawford County, Indiana",10526,10030,95.28785864,30,0.28500855,23,0.218506555,443,4.208626259
0500000US18027,"Daviess County, Indiana",33381,30340,90.89002726,638,1.911266888,133,0.398430245,2270,6.800275606
0500000US18029,"Dearborn County, Indiana",50679,47563,93.85149668,307,0.605773595,211,0.416346021,2598,5.126383709
0500000US18031,"Decatur County, Indiana",26472,24961,94.2920822,91,0.343759444,160,0.604412209,1260,4.759746147
0500000US18033,"DeKalb County, Indiana",43265,40666,93.99283485,190,0.439154051,228,0.526984861,2181,5.041026234
0500000US18035,"Delaware County, Indiana",111903,94312,84.28013547,8249,7.371562871,1400,1.251083528,7942,7.097218126
0500000US18037,"Dubois County, Indiana",43637,38864,89.06203451,202,0.462909916,249,0.570616679,4322,9.904438894
0500000US18039,"Elkhart County, Indiana",207047,151468,73.15633648,11372,5.492472724,2274,1.098301352,41933,20.25288944
0500000US18041,"Fayette County, Indiana",23398,22089,94.40550474,281,1.200957347,59,0.252158304,969,4.141379605
0500000US18043,"Floyd County, Indiana",80484,68660,85.30888127,4341,5.393618607,991,1.231300631,6492,8.066199493
0500000US18045,"Fountain County, Indiana",16479,15463,93.83457734,64,0.388373081,43,0.260938164,909,5.516111415
0500000US18047,"Franklin County, Indiana",22785,21830,95.80864604,31,0.136054422,91,0.399385561,833,3.655913978
0500000US18049,"Fulton County, Indiana",20480,18848,92.03125,148,0.72265625,78,0.380859375,1406,6.865234375
0500000US18051,"Gibson County, Indiana",33011,30378,92.02387083,639,1.935718397,214,0.648268759,1780,5.392142013
0500000US18053,"Grant County, Indiana",66674,55610,83.40582536,4689,7.0327264,527,0.790413055,5848,8.771035186
0500000US18055,"Greene County, Indiana",30803,29226,94.8803688,54,0.1753076,108,0.3506152,1415,4.593708405
0500000US18057,"Hamilton County, Indiana",347467,278968,80.28618545,14993,4.314942138,23595,6.790572918,29911,8.608299493
0500000US18059,"Hancock County, Indiana",79840,71721,89.83091182,2393,2.997244489,746,0.934368737,4980,6.23747495
0500000US18061,"Harrison County, Indiana",39654,36967,93.22388662,190,0.479144601,189,0.476622787,2308,5.820345993
0500000US18063,"Hendricks County, Indiana",174788,141092,80.72178868,13521,7.73565691,5693,3.257088587,14482,8.285465821
0500000US18065,"Henry County, Indiana",48914,45401,92.81800711,1071,2.189557182,198,0.404792084,2244,4.587643619
0500000US18067,"Howard County, Indiana",83658,69540,83.12414832,6516,7.788854622,1030,1.231203232,6572,7.855793827
0500000US18069,"Huntington County, Indiana",36662,34213,93.32005892,223,0.608259233,169,0.46096776,2057,5.610714091
0500000US18071,"Jackson County, Indiana",46428,38701,83.35702593,501,1.079090204,471,1.014474024,6755,14.54940984
0500000US18073,"Jasper County, Indiana",32918,29690,90.19381493,144,0.437450635,91,0.276444498,2993,9.092289933
0500000US18075,"Jay County, Indiana",20478,19145,93.49057525,55,0.268580916,68,0.332063678,1210,5.908780154
0500000US18077,"Jefferson County, Indiana",33147,30340,91.53166199,524,1.580836878,299,0.902042417,1984,5.985458714
0500000US18079,"Jennings County, Indiana",27613,25880,93.72397059,178,0.644623909,51,0.184695614,1504,5.446709883
0500000US18081,"Johnson County, Indiana",161765,138621,85.69282601,3915,2.420177418,7448,4.604209811,11781,7.282786759
0500000US18083,"Knox County, Indiana",36282,33366,91.96295684,714,1.967917976,283,0.780001102,1919,5.289124084
0500000US18085,"Kosciusko County, Indiana",80240,69590,86.72731805,707,0.88110668,1353,1.686191426,8590,10.70538385
0500000US18087,"LaGrange County, Indiana",40446,38277,94.63729417,93,0.229936211,80,0.19779459,1996,4.934975028
0500000US18089,"Lake County, Indiana",498700,275069,55.15720874,124073,24.87928614,7553,1.514537798,92005,18.44896732
0500000US18091,"LaPorte County, Indiana",112417,88106,78.37426724,12090,10.75460117,754,0.670717062,11467,10.20041453
0500000US18093,"Lawrence County, Indiana",45011,42528,94.48357068,204,0.453222546,208,0.462109262,2071,4.601097509
0500000US18095,"Madison County, Indiana",130129,108594,83.45103705,10225,7.857587471,655,0.503346679,10655,8.188028802
0500000US18097,"Marion County, Indiana",977203,513036,52.50045282,268694,27.49623159,40062,4.099659948,155411,15.90365564
0500000US18099,"Marshall County, Indiana",46095,40306,87.44115414,223,0.483783491,280,0.607441154,5286,11.46762122
0500000US18101,"Martin County, Indiana",9812,9365,95.44435385,20,0.203832042,36,0.366897676,391,3.984916429
0500000US18103,"Miami County, Indiana",35962,31502,87.59802013,1805,5.01918692,131,0.3642734,2524,7.018519548
0500000US18105,"Monroe County, Indiana",139718,114435,81.9042643,5144,3.681701713,8376,5.99493265,11763,8.419101333
0500000US18107,"Montgomery County, Indiana",37936,34268,90.33108393,346,0.912062421,244,0.643188528,3078,8.11366512
0500000US18109,"Morgan County, Indiana",71780,67398,93.89523544,347,0.483421566,288,0.401225968,3747,5.220117024
0500000US18111,"Newton County, Indiana",13830,12322,89.09616775,43,0.310918294,38,0.274765004,1427,10.31814895
0500000US18113,"Noble County, Indiana",47457,41352,87.13572286,233,0.490970774,226,0.476220579,5646,11.89708578
0500000US18115,"Ohio County, Indiana",5940,5654,95.18518519,16,0.269360269,31,0.521885522,239,4.023569024
0500000US18117,"Orange County, Indiana",19867,18630,93.7735944,207,1.041928827,60,0.302008356,970,4.882468415
0500000US18119,"Owen County, Indiana",21321,19962,93.62600253,84,0.393977768,62,0.290793115,1213,5.689226584
0500000US18121,"Parke County, Indiana",16156,15406,95.35776182,198,1.225550879,30,0.185689527,522,3.230997772
0500000US18123,"Perry County, Indiana",19170,17915,93.45331247,397,2.070944184,103,0.537297861,755,3.938445488
0500000US18125,"Pike County, Indiana",12250,11716,95.64081633,39,0.318367347,15,0.12244898,480,3.918367347
0500000US18127,"Porter County, Indiana",173215,143005,82.55924718,7588,4.380682966,2238,1.292035909,20384,11.76803395
0500000US18129,"Posey County, Indiana",25222,23775,94.26294505,211,0.836571247,107,0.424232813,1129,4.476250892
0500000US18131,"Pulaski County, Indiana",12514,11603,92.72015343,73,0.583346652,44,0.351606201,794,6.344893719
0500000US18133,"Putnam County, Indiana",36726,33332,90.75859064,1030,2.804552633,355,0.966617655,2009,5.470239068
0500000US18135,"Randolph County, Indiana",24502,22601,92.24144968,126,0.514243735,67,0.273447066,1708,6.970859522
0500000US18137,"Ripley County, Indiana",28995,27332,94.26452837,82,0.282807381,188,0.648387653,1393,4.804276599
0500000US18139,"Rush County, Indiana",16752,15952,95.22445081,96,0.573065903,58,0.346227316,646,3.856255969
0500000US18141,"St. Joseph County, Indiana",272912,194810,71.38198394,36123,13.23613472,6643,2.434117957,35336,12.94776338
0500000US18143,"Scott County, Indiana",24384,23039,94.48408793,92,0.377296588,88,0.360892388,1165,4.777723097
0500000US18145,"Shelby County, Indiana",45055,40877,90.72688936,569,1.262900899,353,0.783486849,3256,7.226722894
0500000US18147,"Spencer County, Indiana",19810,18557,93.67491166,131,0.661282181,73,0.368500757,1049,5.295305401
0500000US18149,"Starke County, Indiana",23371,21768,93.14107227,87,0.372256215,40,0.171152283,1476,6.315519233
0500000US18151,"Steuben County, Indiana",34435,31842,92.46987077,234,0.679541165,187,0.543052127,2172,6.307535937
0500000US18153,"Sullivan County, Indiana",20817,18960,91.07940625,878,4.217706682,39,0.18734688,940,4.515540184
0500000US18155,"Switzerland County, Indiana",9737,9298,95.49142446,16,0.16432166,24,0.246482489,399,4.097771387
0500000US18157,"Tippecanoe County, Indiana",186251,135611,72.81088424,11252,6.041309845,13657,7.33257808,25731,13.81522784
0500000US18159,"Tipton County, Indiana",15359,14509,94.46578553,46,0.299498665,50,0.325542027,754,4.909173774
0500000US18161,"Union County, Indiana",7087,6789,95.79511782,21,0.296317201,33,0.465641315,244,3.442923663
0500000US18163,"Vanderburgh County, Indiana",180136,145199,80.6052094,17668,9.808144957,2438,1.353421859,14831,8.233223786
0500000US18165,"Vermillion County, Indiana",15439,14753,95.55670704,37,0.239652827,46,0.297946758,603,3.905693374
0500000US18167,"Vigo County, Indiana",106153,89410,84.22748297,7177,6.760995921,2013,1.896319463,7553,7.115201643
0500000US18169,"Wabash County, Indiana",30976,28937,93.4174845,160,0.516528926,161,0.519757231,1718,5.546229339
0500000US18171,"Warren County, Indiana",8440,8064,95.5450237,8,0.09478673,26,0.308056872,342,4.052132701
0500000US18173,"Warrick County, Indiana",63898,57756,90.38780557,1057,1.654198879,1644,2.57285048,3441,5.385145075
0500000US18175,"Washington County, Indiana",28182,26791,95.06422539,117,0.415158612,96,0.340642964,1178,4.179973032
0500000US18177,"Wayne County, Indiana",66553,57392,86.23503073,3076,4.621880306,717,1.077336859,5368,8.065752107
0500000US18179,"Wells County, Indiana",28180,26322,93.4066714,225,0.798438609,130,0.461320085,1503,5.333569908
0500000US18181,"White County, Indiana",24688,21657,87.7227803,126,0.51036941,98,0.396953986,2807,11.36989631
0500000US18183,"Whitley County, Indiana",34191,32126,93.96039894,162,0.473808897,173,0.505981106,1730,5.059811061
0500000US19001,"Adair County, Iowa",7496,7149,95.37086446,46,0.613660619,23,0.306830309,278,3.70864461
0500000US19003,"Adams County, Iowa",3704,3531,95.32937365,12,0.323974082,13,0.350971922,148,3.995680346
0500000US19005,"Allamakee County, Iowa",14061,12621,89.75890762,154,1.095227935,41,0.291586658,1245,8.85427779
0500000US19007,"Appanoose County, Iowa",12317,11690,94.90947471,75,0.608914508,70,0.568320208,482,3.913290574
0500000US19009,"Audubon County, Iowa",5674,5469,96.38702855,17,0.299612266,5,0.088121255,183,3.225237927
0500000US19011,"Benton County, Iowa",25575,24258,94.85043988,114,0.445747801,83,0.324535679,1120,4.379276637
0500000US19013,"Black Hawk County, Iowa",131144,102832,78.41151711,13676,10.42823156,3427,2.613158055,11209,8.547093272
0500000US19015,"Boone County, Iowa",26715,24943,93.36702227,301,1.126707842,100,0.374321542,1371,5.131948344
0500000US19017,"Bremer County, Iowa",24988,23597,94.433328,239,0.9564591,196,0.784376501,956,3.825836401
0500000US19019,"Buchanan County, Iowa",20565,19696,95.77437394,72,0.350109409,52,0.252856796,745,3.622659859
0500000US19021,"Buena Vista County, Iowa",20823,12597,60.49560582,591,2.838207751,1907,9.158142439,5728,27.50804399
0500000US19023,"Butler County, Iowa",14334,13827,96.46295521,26,0.181386912,28,0.195339752,453,3.160318125
0500000US19025,"Calhoun County, Iowa",9927,9357,94.25808401,152,1.531177596,26,0.261911957,392,3.948826433
0500000US19027,"Carroll County, Iowa",20760,19543,94.13776493,262,1.262042389,75,0.361271676,880,4.238921002
0500000US19029,"Cass County, Iowa",13127,12413,94.56082883,29,0.220918717,35,0.266626038,650,4.951626419
0500000US19031,"Cedar County, Iowa",18505,17472,94.41772494,83,0.448527425,62,0.335044583,888,4.798703053
0500000US19033,"Cerro Gordo County, Iowa",43127,38618,89.5448327,930,2.156421731,535,1.240522179,3044,7.058223387
0500000US19035,"Cherokee County, Iowa",11658,10831,92.90615886,87,0.746268657,57,0.488934637,683,5.858637845
0500000US19037,"Chickasaw County, Iowa",12012,11252,93.67299367,80,0.666000666,30,0.24975025,650,5.411255411
0500000US19039,"Clarke County, Iowa",9748,8231,84.4378334,44,0.451374641,81,0.83093968,1392,14.27985228
0500000US19041,"Clay County, Iowa",16384,15230,92.95654297,100,0.610351563,105,0.640869141,949,5.792236328
0500000US19043,"Clayton County, Iowa",17043,16229,95.22384557,158,0.927066831,47,0.275773045,609,3.573314557
0500000US19045,"Clinton County, Iowa",46460,41771,89.90744727,1420,3.056392596,263,0.566078347,3006,6.470081791
0500000US19047,"Crawford County, Iowa",16525,11262,68.15128593,394,2.384266263,308,1.863842663,4561,27.60060514
0500000US19049,"Dallas County, Iowa",99678,83359,83.62828307,2698,2.706715624,5009,5.025181083,8612,8.639820221
0500000US19051,"Davis County, Iowa",9110,8797,96.56421515,8,0.087815587,15,0.164654226,290,3.183315038
0500000US19053,"Decatur County, Iowa",7645,7081,92.62262917,108,1.412688031,39,0.510137345,417,5.454545455
0500000US19055,"Delaware County, Iowa",17488,16787,95.99153705,122,0.697621226,48,0.274473925,531,3.036367795
0500000US19057,"Des Moines County, Iowa",38910,33164,85.23258802,2532,6.507324595,403,1.035723464,2811,7.224363917
0500000US19059,"Dickinson County, Iowa",17703,16819,95.00649607,79,0.446252048,82,0.463198328,723,4.08405355
0500000US19061,"Dubuque County, Iowa",99266,88314,88.96701791,4126,4.156508774,1028,1.035601314,5798,5.840872
0500000US19063,"Emmet County, Iowa",9388,8356,89.00724329,92,0.979974435,32,0.340860673,908,9.671921602
0500000US19065,"Fayette County, Iowa",19509,18271,93.65421088,203,1.040545389,78,0.39981547,957,4.905428264
0500000US19067,"Floyd County, Iowa",15627,14094,90.19005567,419,2.681256799,295,1.887758367,819,5.240929161
0500000US19069,"Franklin County, Iowa",10019,8366,83.50134744,32,0.319393153,50,0.499051802,1571,15.68020761
0500000US19071,"Fremont County, Iowa",6605,6201,93.88342165,11,0.1665405,11,0.1665405,382,5.78349735
0500000US19073,"Greene County, Iowa",8771,8258,94.15118003,28,0.319233839,50,0.570060426,435,4.95952571
0500000US19075,"Grundy County, Iowa",12329,11836,96.00129775,49,0.397436937,24,0.19466299,420,3.40660232
0500000US19077,"Guthrie County, Iowa",10623,10032,94.43659983,36,0.33888732,38,0.357714393,517,4.866798456
0500000US19079,"Hamilton County, Iowa",15039,13079,86.96721857,103,0.684885963,319,2.121151672,1538,10.2267438
0500000US19081,"Hancock County, Iowa",10795,9959,92.25567392,76,0.704029643,25,0.231588698,735,6.808707735
0500000US19083,"Hardin County, Iowa",16878,15465,91.62815499,147,0.870956274,91,0.539163408,1175,6.961725323
0500000US19085,"Harrison County, Iowa",14582,13922,95.4738719,27,0.185159786,50,0.342888493,583,3.998079824
0500000US19087,"Henry County, Iowa",20482,17990,87.83321941,506,2.470461869,453,2.211698076,1533,7.484620643
0500000US19089,"Howard County, Iowa",9469,8940,94.41334882,23,0.242897877,27,0.285140986,479,5.058612314
0500000US19091,"Humboldt County, Iowa",9597,8920,92.9457122,56,0.583515682,21,0.218818381,600,6.251953736
0500000US19093,"Ida County, Iowa",7005,6662,95.1034975,31,0.442541042,22,0.314061385,290,4.139900071
0500000US19095,"Iowa County, Iowa",16662,15571,93.45216661,111,0.666186532,94,0.564157964,886,5.317488897
0500000US19097,"Jackson County, Iowa",19485,18461,94.74467539,152,0.780087247,46,0.236079035,826,4.239158327
0500000US19099,"Jasper County, Iowa",37813,34866,92.20638405,703,1.85914897,215,0.568587523,2029,5.365879459
0500000US19101,"Jefferson County, Iowa",15663,13565,86.60537573,419,2.675094171,500,3.192236481,1179,7.527293622
0500000US19103,"Johnson County, Iowa",152854,117090,76.60250958,12847,8.404752247,8599,5.625629686,14318,9.367108483
0500000US19105,"Jones County, Iowa",20646,19244,93.20933837,441,2.136006975,59,0.285769641,902,4.368885014
0500000US19107,"Keokuk County, Iowa",10033,9547,95.15598525,51,0.508322536,16,0.159473737,419,4.176218479
0500000US19109,"Kossuth County, Iowa",14828,13916,93.84947397,78,0.526031832,74,0.49905584,760,5.12543836
0500000US19111,"Lee County, Iowa",33555,30336,90.40679481,910,2.71196543,140,0.417225451,2169,6.464014305
0500000US19113,"Linn County, Iowa",230299,190644,82.78108025,16449,7.14245394,5374,2.333488204,17832,7.742977607
0500000US19115,"Louisa County, Iowa",10837,8834,81.51702501,78,0.71975639,270,2.491464427,1655,15.27175418
0500000US19117,"Lucas County, Iowa",8634,8207,95.05443595,23,0.266388696,29,0.335881399,375,4.343293954
0500000US19119,"Lyon County, Iowa",11934,11270,94.43606502,41,0.343556226,24,0.201106083,599,5.019272666
0500000US19121,"Madison County, Iowa",16548,15609,94.32559826,50,0.302151317,85,0.51365724,804,4.858593183
0500000US19123,"Mahaska County, Iowa",22190,20453,92.17214962,394,1.775574583,253,1.140153222,1090,4.912122578
0500000US19125,"Marion County, Iowa",33414,31156,93.2423535,292,0.873885198,401,1.200095768,1565,4.683665529
0500000US19127,"Marshall County, Iowa",40105,29579,73.75389602,815,2.032165565,1517,3.782570752,8194,20.43136766
0500000US19129,"Mills County, Iowa",14484,13504,93.23391328,77,0.531621099,48,0.331400166,855,5.903065452
0500000US19131,"Mitchell County, Iowa",10565,10107,95.66493138,42,0.397539044,46,0.435399905,370,3.502129673
0500000US19133,"Monona County, Iowa",8751,8141,93.02936807,28,0.319963433,28,0.319963433,554,6.330705062
0500000US19135,"Monroe County, Iowa",7577,7225,95.35436188,19,0.250758876,16,0.211165369,317,4.183713871
0500000US19137,"Montgomery County, Iowa",10330,9698,93.88189739,25,0.242013553,26,0.251694095,581,5.624394966
0500000US19139,"Muscatine County, Iowa",43235,34598,80.02312941,1141,2.639065572,406,0.939054007,7090,16.39875101
0500000US19141,"O'Brien County, Iowa",14182,12825,90.43153293,161,1.135241856,80,0.564095332,1116,7.869129883
0500000US19143,"Osceola County, Iowa",6192,5485,88.58204134,30,0.484496124,21,0.339147287,656,10.59431525
0500000US19145,"Page County, Iowa",15211,13858,91.10512129,365,2.399579252,124,0.815199527,864,5.680099928
0500000US19147,"Palo Alto County, Iowa",8996,8465,94.09737661,52,0.578034682,39,0.433526012,440,4.891062695
0500000US19149,"Plymouth County, Iowa",25698,23289,90.62572963,356,1.385321815,116,0.451396996,1937,7.53755156
0500000US19151,"Pocahontas County, Iowa",7078,6459,91.25459169,66,0.932466799,29,0.40972026,524,7.403221249
0500000US19153,"Polk County, Iowa",492401,373903,75.93465488,35623,7.234550702,24510,4.97765033,58365,11.85314408
0500000US19155,"Pottawattamie County, Iowa",93667,81329,86.82780488,1889,2.016718802,785,0.838075309,9664,10.31740101
0500000US19157,"Poweshiek County, Iowa",18662,17209,92.21412496,328,1.757582253,223,1.194941593,902,4.833351195
0500000US19159,"Ringgold County, Iowa",4663,4469,95.83958825,3,0.064336264,8,0.171563371,183,3.924512117
0500000US19161,"Sac County, Iowa",9814,9271,94.46708783,46,0.468718158,31,0.31587528,466,4.748318728
0500000US19163,"Scott County, Iowa",174669,138752,79.43710676,14117,8.082143941,4858,2.781260556,16942,9.699488747
0500000US19165,"Shelby County, Iowa",11746,10990,93.56376639,53,0.451217436,49,0.41716329,654,5.567852886
0500000US19167,"Sioux County, Iowa",35872,30745,85.70751561,195,0.543599465,224,0.624442462,4708,13.12444246
0500000US19169,"Story County, Iowa",98537,81046,82.24930737,3019,3.063823741,5461,5.54208064,9011,9.144788252
0500000US19171,"Tama County, Iowa",17135,13658,79.70819959,137,0.799533119,81,0.472716662,3259,19.01955063
0500000US19173,"Taylor County, Iowa",5896,5412,91.79104478,2,0.033921303,15,0.254409769,467,7.920624152
0500000US19175,"Union County, Iowa",12138,11365,93.63157028,118,0.972153567,65,0.535508321,590,4.860767837
0500000US19177,"Van Buren County, Iowa",7203,6923,96.11273081,28,0.388726919,24,0.333194502,228,3.165347772
0500000US19179,"Wapello County, Iowa",35437,28180,79.52140418,1469,4.145384767,629,1.774980952,5159,14.5582301
0500000US19181,"Warren County, Iowa",52403,48539,92.62637635,455,0.868270901,383,0.730874187,3026,5.77447856
0500000US19183,"Washington County, Iowa",22565,20374,90.29027255,188,0.833148682,116,0.514070463,1887,8.362508309
0500000US19185,"Wayne County, Iowa",6497,6261,96.36755426,10,0.153917193,25,0.384792981,201,3.09373557
0500000US19187,"Webster County, Iowa",36999,32108,86.7807238,1825,4.932565745,303,0.818941052,2763,7.467769399
0500000US19189,"Winnebago County, Iowa",10679,9665,90.50472891,214,2.003932953,98,0.917688922,702,6.573649218
0500000US19191,"Winneshiek County, Iowa",20070,18852,93.93124066,131,0.652715496,178,0.886895864,909,4.529147982
0500000US19193,"Woodbury County, Iowa",105941,76794,72.48751664,5197,4.905560642,3008,2.839316223,20942,19.7676065
0500000US19195,"Worth County, Iowa",7443,7041,94.59895204,60,0.806126562,32,0.429934166,310,4.164987236
0500000US19197,"Wright County, Iowa",12943,10542,81.44943213,75,0.579463803,69,0.533106699,2257,17.43799737
0500000US20001,"Allen County, Kansas",12526,11180,89.25435095,186,1.484911384,67,0.534887434,1093,8.725850232
0500000US20003,"Anderson County, Kansas",7836,7312,93.31291475,26,0.33180194,47,0.599795814,451,5.755487494
0500000US20005,"Atchison County, Kansas",16348,14111,86.31636897,788,4.820161488,83,0.507707365,1366,8.355762173
0500000US20007,"Barber County, Kansas",4228,3857,91.22516556,8,0.189214759,16,0.378429518,347,8.207190161
0500000US20009,"Barton County, Kansas",25493,21157,82.99140941,312,1.223865375,80,0.313811635,3944,15.47091358
0500000US20011,"Bourbon County, Kansas",14360,12585,87.63927577,469,3.266016713,98,0.682451253,1208,8.412256267
0500000US20013,"Brown County, Kansas",9508,7772,81.74169121,100,1.051745898,45,0.473285654,1591,16.73327724
0500000US20015,"Butler County, Kansas",67380,58119,86.25556545,1463,2.171267438,1005,1.491540516,6793,10.0816266
0500000US20017,"Chase County, Kansas",2572,2271,88.2970451,20,0.777604977,8,0.311041991,273,10.61430793
0500000US20019,"Chautauqua County, Kansas",3379,2847,84.25569695,23,0.680674756,19,0.562296537,490,14.50133175
0500000US20021,"Cherokee County, Kansas",19362,16475,85.08935027,80,0.413180457,65,0.335709121,2742,14.16176015
0500000US20023,"Cheyenne County, Kansas",2616,2282,87.2324159,7,0.267584098,12,0.458715596,315,12.0412844
0500000US20025,"Clark County, Kansas",1991,1724,86.58965344,6,0.301356102,24,1.20542441,237,11.90356605
0500000US20027,"Clay County, Kansas",8117,7542,92.91610201,50,0.61599113,53,0.652950598,472,5.814956265
0500000US20029,"Cloud County, Kansas",9032,8338,92.31620903,123,1.361824624,40,0.442869796,531,5.879096546
0500000US20031,"Coffey County, Kansas",8360,7777,93.02631579,45,0.538277512,44,0.526315789,494,5.909090909
0500000US20033,"Comanche County, Kansas",1689,1560,92.36234458,12,0.710479574,0,0,117,6.927175844
0500000US20035,"Cowley County, Kansas",34549,27413,79.34527772,895,2.590523604,505,1.461692089,5736,16.60250658
0500000US20037,"Crawford County, Kansas",38972,32587,83.61644257,913,2.342707585,461,1.182900544,5011,12.8579493
0500000US20039,"Decatur County, Kansas",2764,2605,94.24746744,9,0.325615051,15,0.542691751,135,4.88422576
0500000US20041,"Dickinson County, Kansas",18402,16814,91.37050321,117,0.635800456,80,0.434735355,1391,7.558960983
0500000US20043,"Doniphan County, Kansas",7510,6701,89.2276964,268,3.568575233,32,0.426098535,509,6.777629827
